"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"15572279678","15448906850","61871136","2010-06-06 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CotyPonce nena podrias coparte y mandarme un seguir","","","",""
"15497276399","","","2010-06-05 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""Era todo no preguntes.....soy un iluso.","","","",""
"15513756342","","","2010-06-05 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GENTE COMPLETAMENTE LOCA http://undesquiciado.blogspot.com/?spref=tw","","","",""
"15396693752","","","2010-06-04 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","6 7 8","","","",""
"15396760714","","","2010-06-04 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @patriaquemera: He marcado un vídeo como favorito en YouTube. -- Photoshop: Circular Text (HD) http://youtu.be/LFa8XgtjTBE?a","15390535651","20733409","2010-06-04 03:57:36 +0000",""
"15397606078","15385467586","124779370","2010-06-04 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rialjorge jajaaja de solo pensar el como me da asco","","","",""
"15409640689","","","2010-06-04 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","El dia d","","","",""
"15449572963","","","2010-06-04 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CotyPonce: Hoy sin dudas va a ser noche de pelis. Mañana temprano arriba, partido a las 12! VAMOS JOGO BONITO recuperemos la punta!","15448906850","61871136","2010-06-04 23:18:41 +0000",""
"15449588160","","61871136","2010-06-04 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CotyPonce te falta nafta","","","",""
"15307270550","15304639538","24342206","2010-06-03 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@manuginobili uy manu q garron!!! pero son esas cosas lindas que te quedan en tu chip, saludos Juan.","","","",""
"15312455164","","","2010-06-03 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Esperando al medicooo","","","",""
"15328914227","15324575806","124779370","2010-06-03 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rialjorge toma es un dinosaurio...q baile con PAMI JONES jAJAJAJ","","","",""
"15330829317","","145741959","2010-06-03 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@manumburucuya Hola manu te paso un usuario fernandezanibal buenisimoooo, estoy con una peste es cama. Saludos","","","",""
"15334340054","15333692727","124779370","2010-06-03 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rialjorge 1 para ir a buscar la rica a la villa? Jajajaja","","","",""
"15336649863","","88739345","2010-06-03 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@fernandoalbo se viene el mundial y miriam me dijo q vaya a buscar la tele...trabaja amargo!","","","",""
"15215802071","","61871136","2010-06-02 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CotyPonce que haces burrita ortega?","","","",""
"15243021094","","","2010-06-02 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Alguien se cruza contigo de mala forma Tu filosofía es ""no te ocupes, ya te las pagará!""","","","",""
"15243026374","","","2010-06-02 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Eres imprececible. No importa cuán duro trabajes para estar en paz y Zen tu sangre arde y no puedes ni sostener un argumento sin molestarte.","","","",""
"15243098827","15242636945","124779370","2010-06-02 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rialjorge si jorge estoy tan engripado que hasta el oido de sonarme la nariz...me duele, buena jornada","","","",""
"15243475480","","","2010-06-02 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @rialjorge: Buen dia a todos! Yendo a la radio tratando de no pensar en el frio. Pero el frio esta","15242636945","124779370","2010-06-02 10:35:53 +0000",""
"15244089070","","","2010-06-02 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @loflosa: @rialjorge Ayudame a difundir una campaña, pedimos frazadas para la gente de Catamarca unsolparatodos@gmail.com","15243527372","139707354","2010-06-02 10:57:50 +0000",""
"15253318898","","139185270","2010-06-02 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Lapity25 Que haces naty?","","","",""
"15253592065","","93309859","2010-06-02 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@qOqiierOckR Que grande enrique! Besos","","","",""
"15191687697","","","2010-06-01 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""Simplemente no te necesito.""","","","",""
"15199466054","","","2010-06-01 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Como me duele el oidooooooooo","","","",""
"15211772255","","","2010-06-01 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""El tiempo no cura nada....el tiempo no es un doctor.""","","","",""
"15063298625","","","2010-05-30 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cuando podras amar....sin tantos complejos","","","",""
"14955575608","","","2010-05-29 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Luna menguante...amante, traidora. Escondes la llave....","","","",""
"14955986807","14888102956","65102300","2010-05-29 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Copi_Corellano Hola Maestro, cuando toca por capital federal? un saludos enorme, un lujo tenerlo en tierras sudamericanas.","","","",""
"14903472993","","","2010-05-28 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","las despedidas son...esos dolores dulces.","","","",""
"14915464941","","","2010-05-28 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Te extraño","","","",""
"14936538316","14935703803","2760141","2010-05-28 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@reclu jajajaj que buena pregunta","","","",""
"12705737758","","","2010-04-23 00:00:00 +0000","<a href=""http://www.sociallyapp.com"" rel=""nofollow"">Socially Mobile</a>","using free @sociallyapp on my #nokia phone - best app for #Facebook, #Twitter, #LinkedIn.. get from #ovi store or http://sociallyapp.com","","","",""
"12707478927","","","2010-04-23 00:00:00 +0000","<a href=""http://www.sociallyapp.com"" rel=""nofollow"">Socially Mobile</a>","Escuchando a bunbury","","","",""
